13:56:55.648881 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1597, length 64
13:56:55.731572 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1597, length 64
13:56:56.658223 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1598, length 64
13:56:56.811808 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1598, length 64
13:56:57.667706 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1599, length 64
13:56:57.939268 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1599, length 64
13:56:58.677487 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1600, length 64
13:56:58.907756 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1600, length 64
13:56:59.686995 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1601, length 64
13:56:59.786606 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1601, length 64
13:57:00.696416 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1602, length 64
13:57:00.738961 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1602, length 64
13:57:01.706718 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1603, length 64
13:57:01.857094 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1603, length 64
13:57:02.251791 IP 192.168.15.130.netbios-ns > 192.168.15.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
13:57:02.716424 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1604, length 64
13:57:02.808966 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1604, length 64
13:57:03.725657 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1605, length 64
13:57:03.752074 IP 192.168.15.130.netbios-ns > 192.168.15.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
13:57:03.809046 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1605, length 64
13:57:04.735403 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1606, length 64
13:57:04.784950 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1606, length 64
13:57:05.252208 IP 192.168.15.130.netbios-ns > 192.168.15.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
13:57:05.745012 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1607, length 64
13:57:05.916001 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1607, length 64
13:57:06.210332 ARP, Request who-has 192.168.15.130 (Broadcast) tell 192.168.15.129, length 46
13:57:06.210800 ARP, Reply 192.168.15.130 is-at 00:0c:29:66:2d:38 (oui Unknown), length 46
13:57:06.411450 IP 192.168.15.129.39610 > 192.168.15.2.domain: 52926+ PTR? 130.15.168.192.in-addr.arpa. (45)
13:57:06.415896 IP 192.168.15.2.domain > 192.168.15.129.39610: 52926 NXDomain 0/0/0 (45)
13:57:06.416662 ARP, Request who-has 192.168.15.130 tell 192.168.15.129, length 46
13:57:06.416977 ARP, Reply 192.168.15.130 is-at 00:0c:29:66:2d:38 (oui Unknown), length 46
13:57:06.417246 IP 192.168.15.129.64613 > 192.168.15.130.1720: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:58:12.065527 IP 192.168.15.130.1110 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.085775 IP 192.168.15.129.58251 > 192.168.15.130.306: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.086561 IP 192.168.15.130.306 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.106632 IP 192.168.15.129.58251 > 192.168.15.130.gopher: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.107381 IP 192.168.15.130.gopher > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.126966 IP 192.168.15.129.58250 > 192.168.15.130.27352: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.127679 IP 192.168.15.130.27352 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.147809 IP 192.168.15.129.58250 > 192.168.15.130.1309: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.148535 IP 192.168.15.130.1309 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.168166 IP 192.168.15.129.58250 > 192.168.15.130.5566: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.168953 IP 192.168.15.130.5566 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.188367 IP 192.168.15.129.58250 > 192.168.15.130.900: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.189192 IP 192.168.15.130.900 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.208629 IP 192.168.15.129.58250 > 192.168.15.130.afs3-callback: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.209405 IP 192.168.15.130.afs3-callback > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.228830 IP 192.168.15.129.58251 > 192.168.15.130.27352: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.229593 IP 192.168.15.130.27352 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.250166 IP 192.168.15.129.58251 > 192.168.15.130.1309: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.250931 IP 192.168.15.130.1309 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.271615 IP 192.168.15.129.58251 > 192.168.15.130.5566: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.272307 IP 192.168.15.130.5566 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.292695 IP 192.168.15.129.58251 > 192.168.15.130.900: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.293403 IP 192.168.15.130.900 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.313073 IP 192.168.15.129.58251 > 192.168.15.130.afs3-callback: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.313847 IP 192.168.15.130.afs3-callback > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.333362 IP 192.168.15.129.58250 > 192.168.15.130.58080: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.334065 IP 192.168.15.130.58080 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.353640 IP 192.168.15.129.58250 > 192.168.15.130.gsigatekeeper: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.354378 IP 192.168.15.130.gsigatekeeper > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.374820 IP 192.168.15.129.58250 > 192.168.15.130.8093: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.375620 IP 192.168.15.130.8093 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.394915 IP 192.168.15.129.58250 > 192.168.15.130.ldaps: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.395675 IP 192.168.15.130.ldaps > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.415675 IP 192.168.15.129.58250 > 192.168.15.130.44176: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.416397 IP 192.168.15.130.44176 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.435898 IP 192.168.15.129.58251 > 192.168.15.130.58080: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.436639 IP 192.168.15.130.58080 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.456912 IP 192.168.15.129.58251 > 192.168.15.130.gsigatekeeper: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.457651 IP 192.168.15.130.gsigatekeeper > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.464161 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1673, length 64
13:58:12.477365 IP 192.168.15.129.58251 > 192.168.15.130.8093: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.478080 IP 192.168.15.130.8093 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.498633 IP 192.168.15.129.58251 > 192.168.15.130.ldaps: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.499386 IP 192.168.15.130.ldaps > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.519735 IP 192.168.15.129.58250 > 192.168.15.130.593: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.520506 IP 192.168.15.130.593 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.540047 IP 192.168.15.129.58250 > 192.168.15.130.10621: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.540902 IP 192.168.15.130.10621 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.560300 IP 192.168.15.129.58250 > 192.168.15.130.5100: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.561095 IP 192.168.15.130.5100 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.580749 IP 192.168.15.129.58250 > 192.168.15.130.6543: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.581514 IP 192.168.15.130.6543 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.601788 IP 192.168.15.129.58250 > 192.168.15.130.5440: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.602546 IP 192.168.15.130.5440 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.621989 IP 192.168.15.129.58251 > 192.168.15.130.593: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.622781 IP 192.168.15.130.593 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.642529 IP 192.168.15.129.58251 > 192.168.15.130.10621: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.643222 IP 192.168.15.130.10621 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.663130 IP 192.168.15.129.58251 > 192.168.15.130.5100: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.663922 IP 192.168.15.130.5100 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.684137 IP 192.168.15.129.58251 > 192.168.15.130.6543: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.684930 IP 192.168.15.130.6543 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.704788 IP 192.168.15.129.58251 > 192.168.15.130.5440: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.705536 IP 192.168.15.130.5440 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.716460 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1673, length 64
13:58:12.725731 IP 192.168.15.129.58250 > 192.168.15.130.38292: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.726463 IP 192.168.15.130.38292 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.746393 IP 192.168.15.129.58250 > 192.168.15.130.1100: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.747140 IP 192.168.15.130.1100 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.767156 IP 192.168.15.129.58250 > 192.168.15.130.50002: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.767875 IP 192.168.15.130.50002 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.788142 IP 192.168.15.129.58250 > 192.168.15.130.32769: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.788731 IP 192.168.15.130.32769 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.809115 IP 192.168.15.129.58250 > 192.168.15.130.1187: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.809612 IP 192.168.15.130.1187 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.829248 IP 192.168.15.129.58251 > 192.168.15.130.38292: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.829734 IP 192.168.15.130.38292 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.850347 IP 192.168.15.129.58251 > 192.168.15.130.1100: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.850880 IP 192.168.15.130.1100 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.871217 IP 192.168.15.129.58251 > 192.168.15.130.50002: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.871646 IP 192.168.15.130.50002 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.892159 IP 192.168.15.129.58251 > 192.168.15.130.32769: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.892801 IP 192.168.15.130.32769 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.912538 IP 192.168.15.129.58251 > 192.168.15.130.1187: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:12.913293 IP 192.168.15.130.1187 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:12.933779 IP 192.168.15.129.58250 > 192.168.15.130.3323: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.934523 IP 192.168.15.130.3323 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.954066 IP 192.168.15.129.58250 > 192.168.15.130.1022: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.954891 IP 192.168.15.130.1022 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.974460 IP 192.168.15.129.58250 > 192.168.15.130.7402: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.975165 IP 192.168.15.130.7402 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:12.994908 IP 192.168.15.129.58250 > 192.168.15.130.1066: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:12.995655 IP 192.168.15.130.1066 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.015157 IP 192.168.15.129.58250 > 192.168.15.130.1658: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.015869 IP 192.168.15.130.1658 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.036303 IP 192.168.15.129.58251 > 192.168.15.130.3323: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.037048 IP 192.168.15.130.3323 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.057182 IP 192.168.15.129.58251 > 192.168.15.130.1022: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.057922 IP 192.168.15.130.1022 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.078090 IP 192.168.15.129.58251 > 192.168.15.130.7402: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.078723 IP 192.168.15.130.7402 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.099036 IP 192.168.15.129.58251 > 192.168.15.130.1066: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.099644 IP 192.168.15.130.1066 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.119268 IP 192.168.15.129.58250 > 192.168.15.130.3784: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.122592 IP 192.168.15.130.3784 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.140414 IP 192.168.15.129.58250 > 192.168.15.130.10004: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.141114 IP 192.168.15.130.10004 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.161546 IP 192.168.15.129.58250 > 192.168.15.130.5730: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.162302 IP 192.168.15.130.5730 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.181933 IP 192.168.15.129.58250 > 192.168.15.130.49155: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.182711 IP 192.168.15.130.49155 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.202626 IP 192.168.15.129.58250 > 192.168.15.130.nrpe: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.203408 IP 192.168.15.130.nrpe > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.222926 IP 192.168.15.129.58251 > 192.168.15.130.3784: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.223668 IP 192.168.15.130.3784 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.243155 IP 192.168.15.129.58251 > 192.168.15.130.10004: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.243924 IP 192.168.15.130.10004 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.263536 IP 192.168.15.129.58251 > 192.168.15.130.5730: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.264312 IP 192.168.15.130.5730 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.283971 IP 192.168.15.129.58251 > 192.168.15.130.49155: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.284654 IP 192.168.15.130.49155 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.304290 IP 192.168.15.129.58251 > 192.168.15.130.nrpe: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.305052 IP 192.168.15.130.nrpe > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.324939 IP 192.168.15.129.58250 > 192.168.15.130.5810: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.325656 IP 192.168.15.130.5810 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.345654 IP 192.168.15.129.58250 > 192.168.15.130.rmiregistry: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.346256 IP 192.168.15.130.rmiregistry > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.366598 IP 192.168.15.129.58250 > 192.168.15.130.6666: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.367344 IP 192.168.15.130.6666 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.386979 IP 192.168.15.129.58250 > 192.168.15.130.1783: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.388030 IP 192.168.15.130.1783 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.407891 IP 192.168.15.129.58250 > 192.168.15.130.afs3-bos: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.408592 IP 192.168.15.130.afs3-bos > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.429020 IP 192.168.15.129.58251 > 192.168.15.130.5810: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.429717 IP 192.168.15.130.5810 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.449441 IP 192.168.15.129.58251 > 192.168.15.130.rmiregistry: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.450184 IP 192.168.15.130.rmiregistry > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.470156 IP 192.168.15.129.58251 > 192.168.15.130.6666: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.470917 IP 192.168.15.130.6666 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.474234 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1674, length 64
13:58:13.491264 IP 192.168.15.129.58251 > 192.168.15.130.1783: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.491993 IP 192.168.15.130.1783 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.511573 IP 192.168.15.129.58251 > 192.168.15.130.afs3-bos: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.512277 IP 192.168.15.130.afs3-bos > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.532085 IP 192.168.15.129.58250 > 192.168.15.130.49400: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.532771 IP 192.168.15.130.49400 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.552346 IP 192.168.15.129.58250 > 192.168.15.130.xmpp-client: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.553191 IP 192.168.15.130.xmpp-client > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.573378 IP 192.168.15.129.58250 > 192.168.15.130.1688: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.574119 IP 192.168.15.130.1688 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.594290 IP 192.168.15.129.58250 > 192.168.15.130.9917: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.595162 IP 192.168.15.130.9917 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.615448 IP 192.168.15.129.58250 > 192.168.15.130.3030: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.616193 IP 192.168.15.130.3030 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.636186 IP 192.168.15.129.58251 > 192.168.15.130.49400: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.636807 IP 192.168.15.130.49400 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.657262 IP 192.168.15.129.58251 > 192.168.15.130.xmpp-client: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.657921 IP 192.168.15.130.xmpp-client > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.677887 IP 192.168.15.129.58251 > 192.168.15.130.1688: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.678550 IP 192.168.15.130.1688 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.698821 IP 192.168.15.129.58251 > 192.168.15.130.9917: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.699592 IP 192.168.15.130.9917 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.719740 IP 192.168.15.129.58250 > 192.168.15.130.9666: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.720562 IP 192.168.15.130.9666 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.740894 IP 192.168.15.129.58250 > 192.168.15.130.99: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.741603 IP 192.168.15.130.99 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.761497 IP 192.168.15.129.58250 > 192.168.15.130.1027: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.762247 IP 192.168.15.130.1027 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.782743 IP 192.168.15.129.58250 > 192.168.15.130.8194: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.783385 IP 192.168.15.130.8194 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.803691 IP 192.168.15.129.58250 > 192.168.15.130.1083: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.804338 IP 192.168.15.130.1083 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
13:58:13.824721 IP 192.168.15.129.58251 > 192.168.15.130.9666: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.825434 IP 192.168.15.130.9666 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.829480 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1674, length 64
13:58:13.845187 IP 192.168.15.129.58251 > 192.168.15.130.99: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.845807 IP 192.168.15.130.99 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.868081 IP 192.168.15.129.58251 > 192.168.15.130.1027: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.868697 IP 192.168.15.130.1027 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.888196 IP 192.168.15.129.58251 > 192.168.15.130.8194: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.888723 IP 192.168.15.130.8194 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.908631 IP 192.168.15.129.58251 > 192.168.15.130.1083: Flags [S], seq 3336720433, win 1024, options [mss 1460], length 0
13:58:13.909299 IP 192.168.15.130.1083 > 192.168.15.129.58251: Flags [R.], seq 0, ack 3336720434, win 0, length 0
13:58:13.929212 IP 192.168.15.129.58250 > 192.168.15.130.19101: Flags [S], seq 3336654898, win 1024, options [mss 1460], length 0
13:58:13.929968 IP 192.168.15.130.19101 > 192.168.15.129.58250: Flags [R.], seq 0, ack 3336654899, win 0, length 0
